"Species","Method","Facility","Matrix","Extrapolation","Standards","QC_Deviation_(permil)","QC_95%_CI","m","b","m_95%_CI","b_95%_CI","Comments"
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS90",0.171,0.094,0.963,-0.173,0.007,0.044,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS91",0.733,0.535,0.955,-0.208,0.024,0.08,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS91",0.269,0.159,0.955,-0.208,0.024,0.08,NA
"N","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS63_USGS88",0.048,0.164,0.989,-0.044,0.004,0.101,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS63_USGS88",-0.31,0.158,0.989,-0.044,0.004,0.101,NA
"N","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS63_USGS89",0.062,0.14,0.988,-0.044,0.004,0.082,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS63_USGS89",-0.307,0.137,0.988,-0.044,0.004,0.082,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS90",0.181,0.23,0.991,-0.232,0.006,0.138,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS91",0.105,0.169,0.991,-0.185,0.004,0.096,NA
"N","Three-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS88_USGS89",-0.38,0.274,0.998,-0.05,0.008,0.075,NA
"N","Three-Point","UNM CSI","Matched","Interpolated","USGS40_USGS88_USGS89",0.046,0.133,0.998,-0.05,0.008,0.075,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS88_USGS89",-0.349,0.125,0.998,-0.05,0.008,0.075,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS90",-0.054,0.644,0.993,-0.173,0.018,0.188,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS90",0.097,0.315,0.993,-0.173,0.018,0.188,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS91",-0.372,0.469,1.001,-0.155,0.013,0.115,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS91",0.014,0.213,1.001,-0.155,0.013,0.115,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS89_USGS90",0.446,0.62,0.977,-0.116,0.023,0.154,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS89_USGS90",0.012,0.285,0.977,-0.116,0.023,0.154,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS89_USGS91",-0.227,0.543,0.999,-0.13,0.025,0.114,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS89_USGS91",0.128,0.231,0.999,-0.13,0.025,0.114,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS90_USGS91",0.847,0.314,0.966,-0.222,0.011,0.063,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS40_USGS90_USGS91",0.262,0.13,0.966,-0.222,0.011,0.063,NA
"N","Three-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS63_USGS88",-0.117,0.155,0.988,0.005,0.004,0.091,NA
"N","Three-Point","UNM CSI","Matched","Interpolated","USGS61_USGS63_USGS88",0.026,0.141,0.988,0.005,0.004,0.091,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS63_USGS88",-0.352,0.139,0.988,0.005,0.004,0.091,NA
"N","Three-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS63_USGS89",-0.111,0.126,0.987,-0.003,0.003,0.07,NA
"N","Three-Point","UNM CSI","Matched","Interpolated","USGS61_USGS63_USGS89",0.061,0.115,0.987,-0.003,0.003,0.07,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS63_USGS89",-0.341,0.116,0.987,-0.003,0.003,0.07,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS90",0.098,0.28,0.99,-0.197,0.007,0.159,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS90",0.147,0.256,0.99,-0.197,0.007,0.159,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS91",0.057,0.208,0.99,-0.155,0.005,0.113,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS91",0.068,0.192,0.99,-0.155,0.005,0.113,NA
"N","Three-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS88_USGS89",-0.183,0.212,0.995,-0.014,0.008,0.076,NA
"N","Three-Point","UNM CSI","Matched","Interpolated","USGS61_USGS88_USGS89",0.023,0.124,0.995,-0.014,0.008,0.076,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS88_USGS89",-0.369,0.121,0.995,-0.014,0.008,0.076,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS90",0.023,0.553,0.99,-0.134,0.021,0.21,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS90",0.049,0.324,0.99,-0.134,0.021,0.21,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS91",-0.138,0.394,1,-0.135,0.015,0.13,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS91",-0.049,0.226,1,-0.135,0.015,0.13,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS89_USGS90",0.365,0.554,0.968,-0.051,0.025,0.161,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS89_USGS90",-0.058,0.269,0.968,-0.051,0.025,0.161,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS89_USGS91",-0.138,0.558,0.997,-0.11,0.031,0.128,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS89_USGS91",0.117,0.233,0.997,-0.11,0.031,0.128,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS90_USGS91",0.648,0.314,0.958,-0.167,0.014,0.075,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS61_USGS90_USGS91",0.311,0.143,0.958,-0.167,0.014,0.075,NA
"N","Three-Point","UNM CSI","Matched","Extrapolated","USGS63_USGS88_USGS89",-0.15,0.173,0.985,0.095,0.005,0.117,NA
"N","Three-Point","UNM CSI","Mixed","Extrapolated","USGS63_USGS88_USGS89",-0.381,0.161,0.985,0.095,0.005,0.117,NA
"N","Three-Point","UNM CSI","Mixed","Interpolated","USGS63_USGS88_USGS89",-0.475,0.144,0.985,0.095,0.005,0.117,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS88_USGS90",0.194,0.364,0.995,-0.273,0.011,0.27,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS88_USGS91",0.145,0.282,0.993,-0.178,0.008,0.183,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS88_USGS91",-0.057,0.248,0.993,-0.178,0.008,0.183,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS89_USGS90",0.095,0.342,0.991,-0.196,0.01,0.225,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS89_USGS90",0.231,0.286,0.991,-0.196,0.01,0.225,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS89_USGS91",0.106,0.263,0.991,-0.144,0.007,0.158,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS89_USGS91",-0.053,0.234,0.991,-0.144,0.007,0.158,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS90_USGS91",0.353,0.185,0.996,-0.379,0.005,0.115,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS63_USGS90_USGS91",0.356,0.164,0.996,-0.379,0.005,0.115,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS89_USGS90",0.059,0.712,1.006,-0.273,0.044,0.469,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS89_USGS91",0.002,0.345,1.013,-0.243,0.019,0.175,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS88_USGS89_USGS91",-0.375,0.201,1.013,-0.243,0.019,0.175,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS88_USGS90_USGS91",0.171,0.434,1.015,-0.431,0.023,0.235,NA
"N","Three-Point","UNM CSI",NA,"Interpolated","USGS88_USGS90_USGS91",0.302,0.252,1.015,-0.431,0.023,0.235,NA
"N","Three-Point","UNM CSI",NA,"Extrapolated","USGS89_USGS90_USGS91",0.224,0.769,0.981,-0.177,0.051,0.324,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS61_USGS63",0.112,0.093,0.988,-0.047,0.002,0.044,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS63",-0.302,0.092,0.988,-0.047,0.002,0.044,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS61_USGS88",-0.339,0.219,0.996,-0.031,0.006,0.044,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS61_USGS88",0.022,0.098,0.996,-0.031,0.006,0.044,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS88",-0.36,0.099,0.996,-0.031,0.006,0.044,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS61_USGS89",-0.305,0.275,1.001,-0.022,0.01,0.041,NA
"N","Four-Point","UNM CSI","Mixed","Extrapolated","IAEA600_USGS40_USGS61_USGS89",-0.496,0.123,1.001,-0.022,0.01,0.041,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS61_USGS89",-0.286,0.092,1.001,-0.022,0.01,0.041,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS61_USGS90",0.815,0.387,0.963,-0.12,0.013,0.066,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS61_USGS90",0.086,0.161,0.963,-0.12,0.013,0.066,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS61_USGS91",0.272,0.595,0.975,-0.121,0.029,0.083,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS63_USGS88",0.02,0.139,0.989,-0.022,0.004,0.073,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS63_USGS88",-0.33,0.136,0.989,-0.022,0.004,0.073,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS63_USGS89",0.046,0.126,0.988,-0.024,0.003,0.063,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS63_USGS89",-0.324,0.123,0.988,-0.024,0.003,0.063,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS63_USGS90",0.09,0.228,0.989,-0.147,0.006,0.117,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS63_USGS91",0.028,0.179,0.99,-0.123,0.005,0.088,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS40_USGS88_USGS89",-0.363,0.26,0.997,-0.032,0.007,0.06,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS40_USGS88_USGS89",0.017,0.125,0.997,-0.032,0.007,0.06,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS40_USGS88_USGS89",-0.362,0.116,0.997,-0.032,0.007,0.06,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS88_USGS90",0.012,0.574,0.989,-0.11,0.015,0.139,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS88_USGS90",0.008,0.271,0.989,-0.11,0.015,0.139,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS88_USGS91",-0.351,0.45,0.999,-0.11,0.012,0.094,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS88_USGS91",-0.075,0.2,0.999,-0.11,0.012,0.094,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS89_USGS90",0.473,0.552,0.974,-0.073,0.02,0.117,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS89_USGS90",-0.101,0.248,0.974,-0.073,0.02,0.117,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS89_USGS91",-0.255,0.496,0.999,-0.096,0.023,0.091,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS89_USGS91",0.087,0.216,0.999,-0.096,0.023,0.091,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS40_USGS90_USGS91",0.839,0.489,0.964,-0.153,0.017,0.085,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS40_USGS90_USGS91",0.192,0.203,0.964,-0.153,0.017,0.085,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS61_USGS63_USGS88",-0.122,0.129,0.987,0.009,0.003,0.065,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS61_USGS63_USGS88",0.038,0.118,0.987,0.009,0.003,0.065,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61_USGS63_USGS88",-0.355,0.119,0.987,0.009,0.003,0.065,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS61_USGS63_USGS89",-0.119,0.112,0.987,0.004,0.003,0.054,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","IAEA600_USGS61_USGS63_USGS89",0.097,0.104,0.987,0.004,0.003,0.054,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61_USGS63_USGS89",-0.347,0.105,0.987,0.004,0.003,0.054,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS63_USGS90",0.012,0.25,0.988,-0.121,0.006,0.123,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS63_USGS90",0.064,0.232,0.988,-0.121,0.006,0.123,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS63_USGS91",-0.004,0.194,0.989,-0.1,0.005,0.093,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS63_USGS91",-0.009,0.183,0.989,-0.1,0.005,0.093,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS61_USGS88_USGS89",-0.183,0.192,0.995,-0.006,0.007,0.059,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS61_USGS88_USGS89",-0.375,0.11,0.995,-0.006,0.007,0.059,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS88_USGS90",0.025,0.46,0.987,-0.078,0.017,0.147,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS88_USGS90",-0.048,0.266,0.987,-0.078,0.017,0.147,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS88_USGS91",-0.146,0.355,0.998,-0.093,0.013,0.1,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS88_USGS91",-0.176,0.203,0.998,-0.093,0.013,0.1,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS89_USGS90",0.376,0.466,0.965,-0.021,0.021,0.116,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS89_USGS90",-0.232,0.22,0.965,-0.021,0.021,0.116,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS89_USGS91",-0.148,0.496,0.995,-0.078,0.028,0.099,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS61_USGS90_USGS91",0.646,0.402,0.955,-0.106,0.017,0.083,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS61_USGS90_USGS91",0.375,0.19,0.955,-0.106,0.017,0.083,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","IAEA600_USGS63_USGS88_USGS89",-0.141,0.142,0.986,0.056,0.004,0.079,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","IAEA600_USGS63_USGS88_USGS89",-0.395,0.129,0.986,0.056,0.004,0.079,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS88_USGS90",0.049,0.308,0.99,-0.117,0.008,0.175,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS88_USGS90",-0.022,0.28,0.99,-0.117,0.008,0.175,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS88_USGS91",0.027,0.24,0.99,-0.093,0.006,0.129,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS88_USGS91",-0.122,0.216,0.99,-0.093,0.006,0.129,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS89_USGS90",0.027,0.287,0.988,-0.101,0.008,0.153,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS89_USGS90",-0.002,0.261,0.988,-0.101,0.008,0.153,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS89_USGS91",0.013,0.226,0.989,-0.083,0.006,0.115,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS89_USGS91",-0.093,0.207,0.989,-0.083,0.006,0.115,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS63_USGS90_USGS91",0.161,0.263,0.991,-0.222,0.007,0.137,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS63_USGS90_USGS91",0.253,0.24,0.991,-0.222,0.007,0.137,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS88_USGS89_USGS90",-0.001,0.531,0.988,-0.065,0.025,0.227,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS88_USGS89_USGS90",-0.223,0.318,0.988,-0.065,0.025,0.227,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS88_USGS89_USGS91",-0.094,0.351,1.003,-0.128,0.016,0.133,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS88_USGS89_USGS91",-0.41,0.204,1.003,-0.128,0.016,0.133,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS88_USGS90_USGS91",0.051,0.487,0.997,-0.205,0.022,0.192,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","IAEA600_USGS88_USGS90_USGS91",0.195,0.281,0.997,-0.205,0.022,0.192,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","IAEA600_USGS89_USGS90_USGS91",0.3,0.646,0.965,-0.053,0.036,0.196,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61_USGS63_USGS88",0.067,0.122,0.989,-0.042,0.003,0.063,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61_USGS63_USGS88",-0.312,0.121,0.989,-0.042,0.003,0.063,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61_USGS63_USGS89",0.09,0.108,0.988,-0.043,0.003,0.053,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61_USGS63_USGS89",-0.308,0.107,0.988,-0.043,0.003,0.053,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS63_USGS90",0.118,0.204,0.989,-0.16,0.005,0.103,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS63_USGS91",0.054,0.155,0.99,-0.136,0.004,0.075,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","USGS40_USGS61_USGS88_USGS89",-0.357,0.218,0.997,-0.037,0.006,0.049,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","USGS40_USGS61_USGS88_USGS89",0.044,0.101,0.997,-0.037,0.006,0.049,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS61_USGS88_USGS89",-0.357,0.102,0.997,-0.037,0.006,0.049,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS88_USGS90",0.041,0.519,0.989,-0.121,0.013,0.122,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS88_USGS90",0.039,0.248,0.989,-0.121,0.013,0.122,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS88_USGS91",-0.292,0.413,0.997,-0.11,0.011,0.084,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS88_USGS91",-0.061,0.186,0.997,-0.11,0.011,0.084,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS89_USGS90",0.474,0.479,0.975,-0.103,0.016,0.099,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS89_USGS90",-0.015,0.214,0.975,-0.103,0.016,0.099,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS89_USGS91",-0.153,0.453,0.994,-0.099,0.02,0.083,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS89_USGS91",0.109,0.187,0.994,-0.099,0.02,0.083,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS61_USGS90_USGS91",0.927,0.295,0.962,-0.189,0.01,0.051,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS61_USGS90_USGS91",0.319,0.123,0.962,-0.189,0.01,0.051,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","USGS40_USGS63_USGS88_USGS89",0.003,0.153,0.989,-0.016,0.004,0.083,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","USGS40_USGS63_USGS88_USGS89",-0.336,0.146,0.989,-0.016,0.004,0.083,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS88_USGS90",0.093,0.254,0.991,-0.168,0.007,0.144,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS88_USGS91",0.024,0.198,0.992,-0.136,0.005,0.107,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS89_USGS90",0.087,0.241,0.99,-0.149,0.007,0.129,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS89_USGS91",0.025,0.19,0.99,-0.125,0.005,0.097,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS63_USGS90_USGS91",0.262,0.199,0.992,-0.252,0.005,0.103,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS89_USGS90",-0.097,0.587,0.993,-0.126,0.017,0.158,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS89_USGS90",0.022,0.286,0.993,-0.126,0.017,0.158,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS89_USGS91",-0.434,0.426,1.002,-0.13,0.012,0.099,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS89_USGS91",-0.045,0.195,1.002,-0.13,0.012,0.099,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS88_USGS90_USGS91",-0.087,0.566,0.995,-0.214,0.015,0.14,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS88_USGS90_USGS91",0.211,0.268,0.995,-0.214,0.015,0.14,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS40_USGS89_USGS90_USGS91",0.438,0.574,0.978,-0.159,0.021,0.124,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS40_USGS89_USGS90_USGS91",0.14,0.259,0.978,-0.159,0.021,0.124,NA
"N","Four-Point","UNM CSI","Matched","Extrapolated","USGS61_USGS63_USGS88_USGS89",-0.135,0.141,0.987,0.02,0.004,0.074,NA
"N","Four-Point","UNM CSI","Matched","Interpolated","USGS61_USGS63_USGS88_USGS89",-0.004,0.132,0.987,0.02,0.004,0.074,NA
"N","Four-Point","UNM CSI","Mixed","Interpolated","USGS61_USGS63_USGS88_USGS89",-0.366,0.128,0.987,0.02,0.004,0.074,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS88_USGS90",0.037,0.285,0.99,-0.136,0.007,0.154,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS88_USGS90",0.049,0.262,0.99,-0.136,0.007,0.154,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS88_USGS91",0.013,0.22,0.991,-0.109,0.006,0.113,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS88_USGS91",-0.028,0.203,0.991,-0.109,0.006,0.113,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS89_USGS90",0.015,0.266,0.989,-0.121,0.007,0.136,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS89_USGS90",0.055,0.247,0.989,-0.121,0.007,0.136,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS89_USGS91",-0.002,0.208,0.99,-0.1,0.005,0.102,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS89_USGS91",-0.015,0.194,0.99,-0.1,0.005,0.102,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS63_USGS90_USGS91",0.136,0.235,0.991,-0.23,0.006,0.117,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS63_USGS90_USGS91",0.257,0.219,0.991,-0.23,0.006,0.117,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS89_USGS90",-0.014,0.491,0.989,-0.089,0.019,0.173,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS89_USGS90",-0.048,0.287,0.989,-0.089,0.019,0.173,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS89_USGS91",-0.173,0.35,1,-0.112,0.013,0.109,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS89_USGS91",-0.143,0.2,1,-0.112,0.013,0.109,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS88_USGS90_USGS91",0.026,0.475,0.993,-0.192,0.018,0.155,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS88_USGS90_USGS91",0.204,0.275,0.993,-0.192,0.018,0.155,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS61_USGS89_USGS90_USGS91",0.359,0.532,0.972,-0.116,0.024,0.136,NA
"N","Four-Point","UNM CSI",NA,"Interpolated","USGS61_USGS89_USGS90_USGS91",0.151,0.252,0.972,-0.116,0.024,0.136,NA
"N","Four-Point","UNM CSI",NA,"Extrapolated","USGS63_USGS88_USGS89_USGS90",0.024,0.319,0.991,-0.126,0.009,0.2,NA
